 written on 12Apr2025 at 23:53:23 
           2
         267
    2    2    3    1    2    2    6    2    2    2    2    2    6    2    1
    1    1    1    2    2    1    1    1    2    2    1    1    2    2    1
    2    2    2    6    3    2    2    2    1    1    1    1    2    2    1
    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1
    1    2    1    1    1    1    2    1    1    1    3    2    2    2    1
    2    1    1    1    2    1    1    1    1    1    1    2    1    1    1
    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    2    2    1    2    2    2    1    1    2    2    1
    1    1    1    1    1    1    1    1    1    1    2    1    1    1    1
    1    2    1    1    1    1    1    1    1    1    1    1    1    2    2
    1    1    2    2    2    1    2    2    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1
    2    1    1    1    1    1    1    2    1    1    1    2    1    2    2
    2    3    1    1    1    2    1    1    1    1    2    1    1    1    1
    1    1    1    1    1    1    1    2    1    1    1    1    1    2    2
    1    1    1    1    2    2    2    3    6    2    2    2    1    2    2
    1    1    2    2    1    1    1    2    2    1    1    1    1    2    6
    2    2    2    2    2    6    2    2    1    3    2    2
   -4   -2   -2    1    1    0.000018   -0.000000
   -4   -2   -2    2    1    0.000005    0.000000
   -4   -2   -2    1    2    0.000004   -0.000000
   -4   -2   -2    2    2    0.000018    0.000000
   -4   -2   -1    1    1   -0.000025    0.000000
   -4   -2   -1    2    1    0.000087   -0.000000
   -4   -2   -1    1    2    0.000014    0.000000
   -4   -2   -1    2    2   -0.000025   -0.000000
   -4   -2    0    1    1    0.000607    0.000000
   -4   -2    0    2    1   -0.000479    0.000000
   -4   -2    0    1    2   -0.000608   -0.000000
   -4   -2    0    2    2    0.000607   -0.000000
   -4   -1   -2    1    1   -0.000003    0.000000
   -4   -1   -2    2    1   -0.000003    0.000000
   -4   -1   -2    1    2   -0.000003   -0.000000
   -4   -1   -2    2    2   -0.000003   -0.000000
   -4   -1   -1    1    1   -0.000025   -0.000000
   -4   -1   -1    2    1    0.000087   -0.000000
   -4   -1   -1    1    2    0.000014    0.000000
   -4   -1   -1    2    2   -0.000025    0.000000
   -4    0   -2    1    1    0.000018   -0.000000
   -4    0   -2    2    1    0.000005    0.000000
   -4    0   -2    1    2    0.000004   -0.000000
   -4    0   -2    2    2    0.000018    0.000000
   -3   -3   -3    1    1    0.000010    0.000000
   -3   -3   -3    2    1   -0.000002   -0.000000
   -3   -3   -3    1    2   -0.000002    0.000000
   -3   -3   -3    2    2    0.000010    0.000000
   -3   -3   -2    1    1    0.000015   -0.000000
   -3   -3   -2    2    1    0.000004    0.000000
   -3   -3   -2    1    2   -0.000002   -0.000000
   -3   -3   -2    2    2    0.000015    0.000000
   -3   -3   -1    1    1   -0.000129    0.000000
   -3   -3   -1    2    1    0.000773   -0.000000
   -3   -3   -1    1    2    0.000044    0.000000
   -3   -3   -1    2    2   -0.000129   -0.000000
   -3   -3    0    1    1   -0.000668    0.000000
   -3   -3    0    2    1   -0.000004    0.000000
   -3   -3    0    1    2   -0.000004   -0.000000
   -3   -3    0    2    2   -0.000668    0.000000
   -3   -3    1    1    1   -0.000129   -0.000000
   -3   -3    1    2    1    0.000044   -0.000000
   -3   -3    1    1    2    0.000773    0.000000
   -3   -3    1    2    2   -0.000129    0.000000
   -3   -3    2    1    1    0.000015    0.000000
